Cohort,Planet,"M0","M1","M2","M3","M4","M5","M6","M7","M8","M9","M10","M11","M12","M13","M14","M15","M16","M17","M18","M19","M20","M21","M22"
March-14,Saturn,"180 ","120 ","72 ","84 ","72 ","60 ","48 ","36 ","36 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"273 ","130 ","91 ","78 ","52 ","52 ","52 ","52 ","39 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"132 ","96 ","84 ","72 ","60 ","60 ","60 ","60 ","48 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"4,543 ","3,960 ","3,718 ","3,388 ","3,091 ","2,893 ","2,717 ","2,398 ","2,255 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"170 ","160 ","160 ","140 ","130 ","130 ","130 ","120 ","120 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"3,718 ","3,091 ","1,958 ","2,233 ","2,189 ","2,112 ","2,024 ","1,969 ","1,903 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"104 ","78 ","65 ","65 ","65 ","78 ","78 ","65 ","65 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"7,620 ","7,068 ","6,768 ","6,456 ","6,060 ","5,964 ","5,748 ","5,532 ","5,256 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"91 ","91 ","91 ","91 ","91 ","91 ","78 ","78 ","39 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"4,970 ","4,370 ","3,890 ","4,030 ","3,960 ","3,990 ","3,940 ","3,640 ","3,520 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"444 ","396 ","264 ","264 ","300 ","288 ","276 ","276 ","288 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"6,651 ","5,346 ","4,905 ","4,536 ","4,329 ","4,140 ","3,879 ","3,420 ","3,069 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"576 ","228 ","204 ","192 ","168 ","156 ","120 ","120 ","96 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"1,095 ","645 ","555 ","525 ","495 ","465 ","435 ","405 ","390 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"6,015 ","5,160 ","4,950 ","4,605 ","4,275 ","4,095 ","3,960 ","3,195 ","3,105 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"154 ","126 ","112 ","98 ","70 ","70 ","56 ","42 ","28 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"243 ","207 ","180 ","153 ","162 ","162 ","144 ","81 ","72 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"14,000 ","11,180 ","10,570 ","9,880 ","9,460 ","9,030 ","8,360 ","7,390 ","6,840 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"550 ","462 ","407 ","396 ","385 ","385 ","330 ","341 ","330 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"10 ","10 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"60 ","30 ","30 ","45 ","45 ","30 ","30 ","30 ","30 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"9,449 ","8,382 ","7,777 ","7,370 ","7,117 ","6,897 ","6,600 ","5,863 ","5,566 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"286 ","264 ","264 ","220 ","187 ","187 ","176 ","143 ","154 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"52 ","26 ","26 ","26 ","13 ","13 ","13 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"150 ","80 ","70 ","50 ","30 ","30 ","10 ","10 ","10 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"20 ","20 ","20 ","20 ","20 ","20 ","20 ","10 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"816 ","768 ","696 ","672 ","612 ","588 ","564 ","504 ","468 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"12 ","12 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"1,260 ","1,120 ","1,022 ","980 ","840 ","812 ","756 ","672 ","630 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"15 ","15 ","15 ","15 ","15 ","15 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"63 ","54 ","45 ","45 ","45 ","36 ","36 ","36 ","36 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"11 ","11 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"22 ","22 ","22 ","22 ","22 ","11 ","11 ","11 ","11 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"660 ","451 ","396 ","319 ","330 ","341 ","275 ","253 ","220 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"12 ","12 ","12 ","12 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"13 ","13 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"22 ","22 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"1,440 ","1,275 ","1,215 ","1,125 ","1,050 ","1,035 ","1,020 ","990 ","975 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"1,515 ","1,350 ","1,185 ","1,185 ","1,110 ","1,035 ","1,065 ","990 ","915 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"2,002 ","1,846 ","1,703 ","1,612 ","1,482 ","1,378 ","1,378 ","1,300 ","1,261 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"216 ","198 ","171 ","153 ","153 ","144 ","144 ","126 ","117 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"24 ","24 ","24 ","24 ","24 ","24 ","24 ","24 ","24 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"2,772 ","2,310 ","2,013 ","2,013 ","1,815 ","1,760 ","1,540 ","1,309 ","1,320 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"210 ","120 ","100 ","120 ","100 ","100 ","100 ","70 ","90 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"13 ","13 ","13 ","13 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"90 ","90 ","90 ","63 ","27 ","18 ","18 ","18 ","18 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"455 ","455 ","455 ","260 ","104 ","169 ","182 ","156 ","156 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"280 ","28 ","28 ","28 ","42 ","42 ","42 ","28 ","42 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"208 ","208 ","208 ","169 ","143 ","130 ","130 ","91 ","117 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"3,024 ","3,024 ","3,012 ","1,896 ","1,248 ","1,008 ","876 ","792 ","756 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"5,109 ","5,109 ","5,109 ","3,107 ","2,340 ","2,041 ","1,859 ","1,625 ","1,521 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"3,141 ","3,141 ","3,141 ","1,962 ","1,215 ","999 ","846 ","738 ","765 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"2,607 ","2,607 ","2,607 ","1,672 ","1,155 ","891 ","605 ","539 ","495 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"1,260 ","1,260 ","1,260 ","747 ","531 ","459 ","432 ","369 ","351 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"4,545 ","4,545 ","4,545 ","2,250 ","1,620 ","1,695 ","1,575 ","1,425 ","1,140 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"120 ","120 ","120 ","90 ","75 ","75 ","45 ","45 ","45 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"588 ","588 ","588 ","392 ","224 ","252 ","210 ","210 ","140 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"2,892 ","2,892 ","2,892 ","2,124 ","1,668 ","1,356 ","1,116 ","960 ","900 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"1,265 ","1,265 ","1,265 ","737 ","517 ","418 ","319 ","297 ","253 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"2,064 ","2,064 ","2,064 ","1,548 ","1,284 ","1,152 ","1,104 ","1,032 ","948 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"13 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"60 ","60 ","60 ","36 ","36 ","24 ","24 ","24 ","24 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"1,476 ","1,404 ","1,308 ","1,224 ","1,200 ","1,248 ","1,212 ","1,116 ","1,068 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"24 ","24 ","24 ","24 ","24 ","24 ","24 ","12 ","24 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"9 ","9 ","9 ","9 ","9 ","9 ","9 ","9 ","9 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"26 ","26 ","26 ","26 ","26 ","26 ","13 ","13 ","13 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"408 ","408 ","408 ","348 ","264 ","216 ","180 ","108 ","156 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"546 ","546 ","546 ","434 ","224 ","196 ","210 ","182 ","168 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"1,924 ","1,924 ","1,911 ","1,703 ","832 ","715 ","611 ","559 ","572 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"234 ","234 ","234 ","171 ","108 ","81 ","72 ","54 ","45 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"1,305 ","1,305 ","1,305 ","1,005 ","645 ","600 ","585 ","570 ","480 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"2,076 ","2,076 ","2,076 ","1,932 ","1,416 ","1,224 ","1,164 ","1,080 ","1,044 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"65 ","65 ","65 ","52 ","39 ","39 ","26 ","26 ","13 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"880 ","880 ","880 ","781 ","286 ","308 ","253 ","242 ","242 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"234 ","234 ","234 ","216 ","117 ","108 ","90 ","90 ","90 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"297 ","297 ","297 ","253 ","132 ","88 ","66 ","55 ","44 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"530 ","530 ","530 ","480 ","330 ","320 ","300 ","260 ","280 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"360 ","312 ","228 ","228 ","156 ","156 ","144 ","132 ","156 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"171 ","144 ","153 ","135 ","126 ","117 ","126 ","117 ","126 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"270 ","255 ","225 ","225 ","225 ","225 ","210 ","210 ","225 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"132 ","99 ","99 ","110 ","66 ","88 ","77 ","88 ","88 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"168 ","126 ","126 ","126 ","140 ","98 ","98 ","84 ","84 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"176 ","132 ","121 ","132 ","110 ","110 ","121 ","110 ","99 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"15 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
March-14,Saturn,"9 ","9 ","9 ","9 ","9 ","9 ","9 ","9 ","9 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Venus,"114,179 ","102,609 ","96,772 ","91,936 ","88,205 ","82,537 ","79,599 ","74,984 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Venus,"504 ","434 ","406 ","364 ","322 ","266 ","280 ","266 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Venus,"288 ","189 ","153 ","126 ","144 ","135 ","126 ","117 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Venus,"70 ","28 ","28 ","42 ","28 ","42 ","42 ","28 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Venus,"18 ","9 ","9 ","9 ","9 ","9 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Venus,"840 ","810 ","720 ","510 ","435 ","375 ","315 ","360 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Venus,"55 ","55 ","55 ","44 ","44 ","22 ","22 ","33 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Earth,"94,716 ","84,528 ","79,308 ","75,540 ","73,092 ","70,932 ","66,516 ","64,080 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Earth,"19,390 ","17,332 ","16,072 ","15,736 ","15,134 ","14,546 ","13,790 ","13,272 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Earth,"1,422 ","1,422 ","1,422 ","1,422 ","1,422 ","1,422 ","1,422 ","1,422 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Mars,"10,380 ","8,550 ","8,010 ","7,830 ","7,500 ","6,885 ","6,465 ","6,300 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Mars,"540 ","396 ","360 ","336 ","336 ","312 ","312 ","300 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Mars,"14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Mars,"99 ","66 ","66 ","44 ","55 ","55 ","44 ","55 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Mars,"72 ","63 ","54 ","45 ","36 ","27 ","27 ","27 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Mars,"10 ","10 ","10 ","10 ","10 ","10 ","10 ","10 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Mars,"180 ","135 ","105 ","105 ","90 ","75 ","75 ","75 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Mars,"75 ","75 ","75 ","45 ","45 ","45 ","30 ","30 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Mars,"54 ","54 ","54 ","9 ","9 ","9 ","9 ","9 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Mars,"6,900 ","5,880 ","5,690 ","5,330 ","5,170 ","4,890 ","4,560 ","4,200 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Mars,"6,645 ","6,645 ","4,530 ","3,525 ","3,135 ","3,000 ","2,670 ","2,520 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Mars,"7,620 ","7,605 ","7,605 ","5,535 ","4,170 ","3,645 ","3,270 ","2,820 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Jupiter,"9 ","9 ","9 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Jupiter,"18,051 ","15,048 ","13,937 ","12,925 ","12,529 ","11,539 ","10,472 ","9,702 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Jupiter,"143 ","117 ","91 ","65 ","65 ","65 ","52 ","39 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Jupiter,"288 ","228 ","228 ","228 ","216 ","192 ","168 ","168 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Jupiter,"26 ","26 ","26 ","26 ","26 ","26 ","26 ","26 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Jupiter,"364 ","364 ","364 ","196 ","84 ","140 ","154 ","126 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Jupiter,"132 ","132 ","132 ","88 ","55 ","33 ","33 ","11 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Jupiter,"840 ","528 ","492 ","468 ","312 ","312 ","264 ","240 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Jupiter,"3,367 ","3,367 ","2,301 ","1,638 ","1,391 ","1,131 ","1,014 ","1,014 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"117 ","117 ","117 ","117 ","117 ","117 ","117 ","91 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"11 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"96 ","84 ","84 ","72 ","72 ","72 ","72 ","60 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"360 ","324 ","306 ","288 ","261 ","261 ","225 ","234 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"117 ","104 ","104 ","91 ","104 ","91 ","91 ","91 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"27 ","27 ","18 ","18 ","9 ","18 ","18 ","18 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"48 ","36 ","36 ","48 ","48 ","48 ","48 ","36 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"12 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"1,344 ","1,044 ","1,116 ","1,092 ","1,080 ","996 ","936 ","912 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"60 ","45 ","60 ","45 ","30 ","45 ","30 ","30 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"26 ","26 ","13 ","13 ","26 ","13 ","13 ","13 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"28 ","28 ","28 ","28 ","28 ","28 ","28 ","28 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"10 ","10 ","10 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"63 ","36 ","45 ","45 ","54 ","45 ","45 ","45 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"13 ","13 ","13 ","13 ","13 ","13 ","13 ","13 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
