Cohort,Planet,"M0","M1","M2","M3","M4","M5","M6","M7","M8","M9","M10","M11","M12","M13","M14","M15","M16","M17","M18","M19","M20","M21","M22"
April-14,Saturn,"42 ","28 ","28 ","14 ","28 ","14 ","14 ","14 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"20 ","20 ","10 ","10 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"15 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"15 ","15 ","15 ","15 ","15 ","15 ","15 ","15 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"30 ","30 ","30 ","30 ","30 ","20 ","20 ","20 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"1,230 ","1,065 ","990 ","945 ","990 ","885 ","885 ","855 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"252 ","224 ","210 ","196 ","196 ","168 ","140 ","154 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"80 ","60 ","60 ","50 ","50 ","40 ","50 ","40 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"7,344 ","6,444 ","5,892 ","5,424 ","5,076 ","4,944 ","4,752 ","4,452 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"264 ","216 ","168 ","156 ","168 ","180 ","156 ","168 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"12 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"28 ","28 ","28 ","28 ","28 ","28 ","14 ","14 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"322 ","308 ","294 ","280 ","252 ","294 ","280 ","280 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"3,540 ","2,730 ","2,370 ","2,205 ","2,025 ","1,905 ","1,815 ","1,770 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"384 ","252 ","216 ","216 ","228 ","180 ","168 ","156 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"91 ","65 ","65 ","78 ","78 ","78 ","78 ","78 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"14 ","14 ","14 ","14 ","14 ","14 ","14 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"120 ","105 ","90 ","90 ","90 ","75 ","75 ","75 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"81 ","72 ","72 ","72 ","72 ","81 ","72 ","63 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"714 ","546 ","518 ","462 ","420 ","392 ","378 ","392 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"11 ","11 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"920 ","650 ","590 ","510 ","490 ","430 ","390 ","410 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"10 ","10 ","10 ","10 ","10 ","10 ","10 ","10 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"84 ","70 ","84 ","70 ","70 ","70 ","56 ","70 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"18 ","18 ","18 ","9 ","18 ","18 ","9 ","9 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"56 ","42 ","56 ","42 ","56 ","42 ","42 ","28 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"50 ","40 ","30 ","30 ","20 ","40 ","20 ","30 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"2,007 ","1,575 ","1,440 ","1,359 ","1,251 ","1,242 ","1,080 ","1,008 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"348 ","252 ","252 ","240 ","204 ","216 ","204 ","180 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"350 ","252 ","252 ","224 ","224 ","168 ","182 ","168 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"80 ","60 ","60 ","70 ","60 ","60 ","50 ","50 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"348 ","312 ","300 ","288 ","288 ","252 ","228 ","216 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"26 ","26 ","26 ","13 ","13 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"816 ","648 ","564 ","528 ","504 ","480 ","468 ","444 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"168 ","132 ","120 ","120 ","96 ","108 ","108 ","108 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"18 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"91 ","91 ","78 ","52 ","65 ","65 ","52 ","52 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"28 ","28 ","28 ","28 ","28 ","28 ","28 ","14 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"572 ","561 ","484 ","451 ","407 ","374 ","352 ","374 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"33 ","33 ","33 ","33 ","33 ","33 ","33 ","33 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"56 ","42 ","42 ","42 ","28 ","28 ","28 ","28 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"22 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"45 ","36 ","45 ","45 ","45 ","45 ","45 ","45 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"36 ","27 ","27 ","27 ","27 ","27 ","27 ","27 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"24 ","12 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"240 ","240 ","210 ","190 ","170 ","170 ","160 ","170 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"39 ","39 ","39 ","39 ","26 ","13 ","13 ","26 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"15 ","15 ","15 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"77 ","66 ","55 ","55 ","55 ","66 ","66 ","66 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"14 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"12 ","12 ","12 ","12 ","12 ","12 ","12 ","12 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"12 ","12 ","12 ","12 ","12 ","12 ","12 ","12 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"15 ","15 ","15 ","15 ","15 ","15 ","15 ","15 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"70 ","56 ","56 ","56 ","56 ","56 ","56 ","56 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"99 ","99 ","99 ","99 ","88 ","77 ","77 ","77 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"40 ","40 ","40 ","40 ","40 ","40 ","40 ","40 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"14 ","14 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"117 ","91 ","78 ","65 ","52 ","65 ","52 ","52 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"50 ","30 ","30 ","20 ","20 ","20 ","20 ","10 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"720 ","564 ","528 ","456 ","432 ","396 ","384 ","360 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"26 ","26 ","26 ","26 ","13 ","13 ","13 ","13 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"26 ","26 ","26 ","26 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"12 ","12 ","12 ","12 ","12 ","12 ","12 ","12 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"180 ","156 ","120 ","120 ","108 ","108 ","108 ","108 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"209 ","154 ","132 ","132 ","121 ","110 ","110 ","110 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"84 ","84 ","84 ","70 ","70 ","56 ","42 ","42 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"117 ","65 ","65 ","78 ","39 ","52 ","52 ","39 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"210 ","180 ","170 ","140 ","140 ","140 ","130 ","110 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"50 ","50 ","50 ","50 ","50 ","40 ","40 ","40 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"319 ","275 ","264 ","231 ","220 ","198 ","198 ","176 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"81 ","72 ","81 ","81 ","63 ","63 ","54 ","36 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"12 ","12 ","12 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"143 ","130 ","104 ","78 ","65 ","78 ","78 ","65 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"714 ","574 ","406 ","336 ","308 ","350 ","294 ","308 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"156 ","132 ","120 ","96 ","108 ","108 ","108 ","108 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"90 ","75 ","45 ","15 ","30 ","45 ","60 ","60 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"12 ","12 ","12 ","12 ","12 ","12 ","12 ","12 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"616 ","546 ","420 ","364 ","336 ","322 ","308 ","308 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"11 ","11 ","11 ","11 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"765 ","645 ","600 ","585 ","540 ","510 ","510 ","510 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"55 ","55 ","55 ","44 ","44 ","44 ","33 ","44 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"28 ","28 ","28 ","14 ","28 ","28 ","28 ","28 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"84 ","70 ","42 ","14 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"36 ","24 ","24 ","24 ","24 ","12 ","12 ","12 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"143 ","130 ","130 ","143 ","130 ","117 ","130 ","130 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"255 ","225 ","180 ","195 ","150 ","165 ","165 ","150 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"39 ","26 ","26 ","26 ","13 ","26 ","26 ","26 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"9 ","9 ","9 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"12 ","12 ","12 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"10 ","10 ","10 ","10 ","10 ","10 ","10 ","10 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"18 ","9 ","9 ","9 ","9 ","9 ","9 ","9 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"24 ","24 ","12 ","12 ","12 ","12 ","12 ","12 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"9 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"286 ","208 ","234 ","234 ","234 ","208 ","208 ","195 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"15 ","15 ","15 ","15 ","15 ","15 ","15 ","15 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"14 ","14 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"9 ","9 ","9 ","9 ","9 ","9 ","9 ","9 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"126 ","112 ","112 ","112 ","112 ","112 ","98 ","112 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"30 ","30 ","30 ","30 ","30 ","30 ","30 ","30 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"121 ","110 ","77 ","77 ","88 ","66 ","66 ","66 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"11 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"299 ","286 ","273 ","286 ","286 ","286 ","273 ","273 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"429 ","390 ","338 ","338 ","338 ","338 ","312 ","312 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"75 ","60 ","60 ","60 ","45 ","45 ","45 ","45 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"15 ","15 ","15 ","15 ","15 ","15 ","15 ","15 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"18 ","18 ","18 ","18 ","18 ","18 ","18 ","18 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"336 ","288 ","276 ","240 ","240 ","228 ","204 ","204 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"112 ","98 ","84 ","84 ","98 ","84 ","56 ","70 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"27 ","27 ","18 ","18 ","18 ","18 ","18 ","18 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"75 ","75 ","45 ","60 ","60 ","45 ","45 ","45 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"15 ","15 ","15 ","15 ","15 ","15 ","15 ","15 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"66 ","44 ","44 ","33 ","44 ","44 ","44 ","44 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"55 ","55 ","55 ","55 ","55 ","55 ","55 ","55 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"12 ","12 ","12 ","12 ","12 ","12 ","12 ","12 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"84 ","84 ","84 ","84 ","70 ","70 ","70 ","70 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"126 ","70 ","56 ","42 ","28 ","42 ","28 ","28 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"30 ","20 ","20 ","10 ","10 ","10 ","10 ","10 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"22 ","22 ","22 ","22 ","22 ","22 ","22 ","22 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"65 ","65 ","65 ","65 ","65 ","65 ","65 ","52 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"9 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"20 ","10 ","10 ","10 ","10 ","10 ","10 ","10 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"14 ","14 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"11 ","11 ","11 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"9 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"45 ","30 ","30 ","30 ","30 ","30 ","30 ","30 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"117 ","91 ","104 ","104 ","91 ","104 ","104 ","104 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"10 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"30 ","30 ","30 ","30 ","30 ","30 ","30 ","30 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"112 ","112 ","112 ","112 ","112 ","112 ","112 ","112 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"22 ","11 ","11 ","22 ","22 ","22 ","22 ","22 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"12 ","12 ","12 ","12 ","12 ","12 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"55 ","22 ","22 ","22 ","22 ","22 ","22 ","22 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
April-14,Saturn,"39 ","39 ","26 ","26 ","26 ","26 ","26 ","26 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
